"YEAR","JURISDICTION","LOCATION","AGE_GROUP","DETECTION_METHOD","FINES","ARRESTS","CHARGES","OFFENSES_SUM"
2023,"NSW","Outer Regional Australia","40-64","Police issued",399,0,5,404
2023,"NSW","Outer Regional Australia","65 and over","Police issued",96,0,3,99
2023,"NSW","Remote Australia","17-25","Police issued",22,0,1,23
2023,"NSW","Remote Australia","26-39","Police issued",31,0,2,33
2023,"NSW","Remote Australia","40-64","Police issued",53,0,0,53
2023,"NSW","Remote Australia","65 and over","Police issued",11,0,0,11
2023,"NSW","Unknown","17-25","Police issued",51,0,1,52
2023,"NSW","Unknown","26-39","Police issued",89,0,3,92
2023,"NSW","Unknown","40-64","Police issued",50,0,1,51
2023,"NSW","Unknown","65 and over","Police issued",12,0,0,12
2023,"NSW","Very Remote Australia","17-25","Police issued",8,0,1,9
2023,"NSW","Very Remote Australia","26-39","Police issued",16,0,1,17
2023,"NSW","Very Remote Australia","40-64","Police issued",7,0,1,8
2023,"NSW","Very Remote Australia","65 and over","Police issued",1,0,0,1
2023,"NT","Unknown","0-16","Police issued",1,3,6,10
2023,"NT","Unknown","17-25","Police issued",153,12,101,266
2023,"NT","Unknown","26-39","Police issued",351,22,154,527
2023,"NT","Unknown","40-64","Police issued",266,0,0,266
2023,"NT","Unknown","65 and over","Police issued",18,10,87,115
2023,"QLD","Unknown","Unknown","Camera",33366,0,0,33366
2023,"QLD","Unknown","Unknown","Police issued",4164,0,0,4164
2023,"SA","Unknown","0-16","Police issued",11,0,0,11
2023,"SA","Unknown","17-25","Police issued",487,0,0,487
2023,"SA","Unknown","26-39","Police issued",931,0,0,931
2023,"SA","Unknown","40-64","Police issued",1044,0,0,1044
2023,"SA","Unknown","65 and over","Police issued",411,0,0,411
2023,"SA","Unknown","Unknown","Police issued",0,0,0,0
2023,"TAS","Unknown","0-16","Police issued",0,0,2,2
2023,"TAS","Unknown","17-25","Camera",187,0,0,187
2023,"TAS","Unknown","17-25","Police issued",171,0,15,186
2023,"TAS","Unknown","26-39","Camera",435,0,0,435
2023,"TAS","Unknown","26-39","Police issued",243,0,22,265
2023,"TAS","Unknown","40-64","Camera",478,0,0,478
2023,"TAS","Unknown","40-64","Police issued",227,0,11,238
2023,"TAS","Unknown","65 and over","Camera",229,0,0,229
2023,"TAS","Unknown","65 and over","Police issued",99,0,0,99
2023,"TAS","Unknown","Unknown","Camera",1,0,0,1
2023,"VIC","Inner Regional Australia","0-16","Police issued",4,0,0,4
2023,"VIC","Inner Regional Australia","17-25","Camera",185,0,0,185
2023,"VIC","Inner Regional Australia","17-25","Police issued",433,0,0,433
2023,"VIC","Inner Regional Australia","26-39","Camera",623,0,0,623
2023,"VIC","Inner Regional Australia","26-39","Police issued",728,0,0,728
2023,"VIC","Inner Regional Australia","40-64","Camera",916,0,0,916
2023,"VIC","Inner Regional Australia","40-64","Police issued",639,0,0,639
2023,"VIC","Inner Regional Australia","65 and over","Camera",364,0,0,364
2023,"VIC","Inner Regional Australia","65 and over","Police issued",173,0,0,173
2023,"VIC","Inner Regional Australia","Unknown","Camera",4473,0,0,4473
2023,"VIC","Major Cities of Australia","0-16","Police issued",6,0,0,6
2023,"VIC","Major Cities of Australia","17-25","Camera",495,0,0,495
2023,"VIC","Major Cities of Australia","17-25","Police issued",835,0,0,835
2023,"VIC","Major Cities of Australia","26-39","Camera",2338,0,0,2338
2023,"VIC","Major Cities of Australia","26-39","Police issued",1990,0,0,1990
2023,"VIC","Major Cities of Australia","40-64","Camera",3009,0,0,3009
2023,"VIC","Major Cities of Australia","40-64","Police issued",1457,0,0,1457
2023,"VIC","Major Cities of Australia","65 and over","Camera",933,0,0,933
2023,"VIC","Major Cities of Australia","65 and over","Police issued",225,0,0,225
2023,"VIC","Major Cities of Australia","Unknown","Camera",9130,0,0,9130
2023,"VIC","Major Cities of Australia","Unknown","Police issued",4,0,0,4
2023,"VIC","Outer Regional Australia","0-16","Police issued",3,0,0,3
2023,"VIC","Outer Regional Australia","17-25","Camera",1,0,0,1
2023,"VIC","Outer Regional Australia","17-25","Police issued",108,0,0,108
2023,"VIC","Outer Regional Australia","26-39","Camera",4,0,0,4
2023,"VIC","Outer Regional Australia","26-39","Police issued",142,0,0,142
2023,"VIC","Outer Regional Australia","40-64","Camera",11,0,0,11
2023,"VIC","Outer Regional Australia","40-64","Police issued",149,0,0,149
2023,"VIC","Outer Regional Australia","65 and over","Camera",13,0,0,13
2023,"VIC","Outer Regional Australia","65 and over","Police issued",68,0,0,68
2023,"VIC","Outer Regional Australia","Unknown","Camera",20,0,0,20
2023,"VIC","Remote Australia","17-25","Police issued",1,0,0,1
2023,"VIC","Remote Australia","26-39","Police issued",3,0,0,3
2023,"VIC","Remote Australia","40-64","Police issued",3,0,0,3
2023,"VIC","Remote Australia","65 and over","Police issued",3,0,0,3
2023,"VIC","Unknown","17-25","Camera",12,0,0,12
2023,"VIC","Unknown","17-25","Police issued",4,0,0,4
2023,"VIC","Unknown","26-39","Camera",66,0,0,66
2023,"VIC","Unknown","26-39","Police issued",22,0,0,22
2023,"VIC","Unknown","40-64","Camera",60,0,0,60
2023,"VIC","Unknown","40-64","Police issued",20,0,0,20
2023,"VIC","Unknown","65 and over","Camera",21,0,0,21
2023,"VIC","Unknown","65 and over","Police issued",4,0,0,4
2023,"VIC","Unknown","Unknown","Camera",702,0,0,702
2023,"WA","Unknown","0-16","Police issued",1,0,0,1
2023,"WA","Unknown","0-16","Unknown",0,0,3,3
2023,"WA","Unknown","17-25","Police issued",410,0,0,410
2023,"WA","Unknown","17-25","Unknown",0,8,103,111
2023,"WA","Unknown","26-39","Police issued",715,0,0,715
2023,"WA","Unknown","26-39","Unknown",0,11,158,169
2023,"WA","Unknown","40-64","Police issued",536,0,0,536
2023,"WA","Unknown","40-64","Unknown",0,0,74,74
2023,"WA","Unknown","65 and over","Police issued",111,0,0,111
2023,"WA","Unknown","65 and over","Unknown",0,0,9,9
2023,"WA","Unknown","Unknown","Police issued",1,0,0,1
2024,"ACT","Major Cities of Australia","17-25","Police issued",18,0,4,22
2024,"ACT","Major Cities of Australia","26-39","Police issued",21,1,2,24
2024,"ACT","Major Cities of Australia","40-64","Police issued",19,0,1,20
2024,"ACT","Major Cities of Australia","65 and over","Police issued",1,0,0,1
2024,"NSW","Inner Regional Australia","0-16","Police issued",13,0,3,16
2024,"NSW","Inner Regional Australia","17-25","Police issued",724,0,31,755
2024,"NSW","Inner Regional Australia","26-39","Police issued",1198,0,34,1232
2024,"NSW","Inner Regional Australia","40-64","Police issued",737,0,5,742
2024,"NSW","Inner Regional Australia","65 and over","Police issued",174,0,1,175
2024,"NSW","Major Cities of Australia","0-16","Police issued",27,0,5,32
2024,"NSW","Major Cities of Australia","17-25","Police issued",1177,0,29,1206
2024,"NSW","Major Cities of Australia","26-39","Police issued",1964,0,54,2018
2024,"NSW","Major Cities of Australia","40-64","Police issued",1307,0,33,1340
2024,"NSW","Major Cities of Australia","65 and over","Police issued",213,0,2,215
2024,"NSW","Outer Regional Australia","0-16","Police issued",8,0,1,9
2024,"NSW","Outer Regional Australia","17-25","Police issued",207,0,8,215
2024,"NSW","Outer Regional Australia","26-39","Police issued",347,0,8,355
2024,"NSW","Outer Regional Australia","40-64","Police issued",260,0,7,267
2024,"NSW","Outer Regional Australia","65 and over","Police issued",70,0,1,71
2024,"NSW","Remote Australia","17-25","Police issued",30,0,5,35
2024,"NSW","Remote Australia","26-39","Police issued",47,0,3,50
2024,"NSW","Remote Australia","40-64","Police issued",34,0,1,35
2024,"NSW","Remote Australia","65 and over","Police issued",7,0,0,7
2024,"NSW","Unknown","17-25","Police issued",69,0,2,71
2024,"NSW","Unknown","26-39","Police issued",119,0,0,119
2024,"NSW","Unknown","40-64","Police issued",102,0,0,102
2024,"NSW","Unknown","65 and over","Police issued",16,0,0,16
2024,"NSW","Unknown","Unknown","Camera",72087,0,0,72087
2024,"NSW","Unknown","Unknown","Unknown",1,0,0,1
2024,"NSW","Very Remote Australia","17-25","Police issued",9,0,0,9
2024,"NSW","Very Remote Australia","26-39","Police issued",17,0,2,19
2024,"NSW","Very Remote Australia","40-64","Police issued",6,0,1,7
2024,"NT","Unknown","0-16","Police issued",1,2,18,21
2024,"NT","Unknown","17-25","Police issued",195,17,226,438
2024,"NT","Unknown","26-39","Police issued",421,21,391,833
2024,"NT","Unknown","40-64","Police issued",329,20,224,573
2024,"NT","Unknown","65 and over","Police issued",38,0,6,44
2024,"QLD","Unknown","0-16","Camera",801,0,0,801
2024,"QLD","Unknown","0-16","Police issued",11,0,0,11
2024,"QLD","Unknown","17-25","Camera",5004,0,0,5004
2024,"QLD","Unknown","17-25","Police issued",866,0,0,866
2024,"QLD","Unknown","26-39","Camera",13411,0,0,13411
2024,"QLD","Unknown","26-39","Police issued",1479,0,0,1479
2024,"QLD","Unknown","40-64","Camera",13589,0,0,13589
2024,"QLD","Unknown","40-64","Police issued",978,0,0,978
2024,"QLD","Unknown","65 and over","Camera",3039,0,0,3039
2024,"QLD","Unknown","65 and over","Police issued",170,0,0,170
2024,"QLD","Unknown","Unknown","Camera",182,0,0,182
2024,"SA","Inner Regional Australia","0-16","Police issued",2,0,0,2
2024,"SA","Inner Regional Australia","17-25","Police issued",51,0,0,51
2024,"SA","Inner Regional Australia","26-39","Police issued",84,0,0,84
2024,"SA","Inner Regional Australia","40-64","Police issued",133,0,0,133
2024,"SA","Inner Regional Australia","65 and over","Police issued",74,0,0,74
2024,"SA","Major Cities of Australia","0-16","Police issued",11,0,0,11
2024,"SA","Major Cities of Australia","17-25","Police issued",235,0,0,235
2024,"SA","Major Cities of Australia","26-39","Police issued",416,0,0,416
2024,"SA","Major Cities of Australia","40-64","Police issued",510,0,0,510
2024,"SA","Major Cities of Australia","65 and over","Police issued",169,0,0,169
2024,"SA","Outer Regional Australia","0-16","Police issued",2,0,0,2
2024,"SA","Outer Regional Australia","17-25","Police issued",106,0,0,106
2024,"SA","Outer Regional Australia","26-39","Police issued",157,0,0,157
2024,"SA","Outer Regional Australia","40-64","Police issued",162,0,0,162
2024,"SA","Outer Regional Australia","65 and over","Police issued",92,0,0,92
2024,"SA","Remote Australia","17-25","Police issued",17,0,0,17
2024,"SA","Remote Australia","26-39","Police issued",31,0,0,31
2024,"SA","Remote Australia","40-64","Police issued",35,0,0,35
2024,"SA","Remote Australia","65 and over","Police issued",19,0,0,19
2024,"SA","Unknown","17-25","Police issued",6,0,0,6
2024,"SA","Unknown","26-39","Police issued",15,0,0,15
2024,"SA","Unknown","40-64","Police issued",16,0,0,16
2024,"SA","Unknown","65 and over","Police issued",7,0,0,7
2024,"SA","Very Remote Australia","17-25","Police issued",22,0,0,22
2024,"SA","Very Remote Australia","26-39","Police issued",72,0,0,72
2024,"SA","Very Remote Australia","40-64","Police issued",62,0,0,62
2024,"SA","Very Remote Australia","65 and over","Police issued",16,0,0,16
2024,"TAS","Unknown","0-16","Camera",2,0,0,2
2024,"TAS","Unknown","0-16","Police issued",0,2,0,2
2024,"TAS","Unknown","17-25","Camera",364,0,0,364
2024,"TAS","Unknown","17-25","Police issued",133,0,17,150
2024,"TAS","Unknown","26-39","Camera",1140,0,0,1140
2024,"TAS","Unknown","26-39","Police issued",215,0,24,239
2024,"TAS","Unknown","40-64","Camera",1299,0,0,1299
2024,"TAS","Unknown","40-64","Police issued",232,0,24,256
2024,"TAS","Unknown","65 and over","Camera",609,0,0,609
2024,"TAS","Unknown","65 and over","Police issued",105,0,14,119
2024,"TAS","Unknown","Unknown","Camera",5,0,0,5
2024,"TAS","Unknown","Unknown","Police issued",1,0,0,1
2024,"VIC","Inner Regional Australia","0-16","Camera",0,0,0,0
2024,"VIC","Inner Regional Australia","17-25","Camera",385,0,0,385
2024,"VIC","Inner Regional Australia","26-39","Camera",1313,0,0,1313
2024,"VIC","Inner Regional Australia","40-64","Camera",2013,0,0,2013
2024,"VIC","Inner Regional Australia","65 and over","Camera",857,0,0,857
2024,"VIC","Inner Regional Australia","Unknown","Camera",1351,0,0,1351
2024,"VIC","Major Cities of Australia","0-16","Camera",0,0,0,0
2024,"VIC","Major Cities of Australia","17-25","Camera",2516,0,0,2516
2024,"VIC","Major Cities of Australia","26-39","Camera",10775,0,0,10775
2024,"VIC","Major Cities of Australia","40-64","Camera",14716,0,0,14716
2024,"VIC","Major Cities of Australia","65 and over","Camera",4060,0,0,4060
2024,"VIC","Major Cities of Australia","Unknown","Camera",10343,0,0,10343
2024,"VIC","Outer Regional Australia","0-16","Camera",0,0,0,0
2024,"VIC","Outer Regional Australia","17-25","Camera",45,0,0,45
2024,"VIC","Outer Regional Australia","26-39","Camera",215,0,0,215
2024,"VIC","Outer Regional Australia","40-64","Camera",254,0,0,254
2024,"VIC","Outer Regional Australia","65 and over","Camera",108,0,0,108
2024,"VIC","Outer Regional Australia","Unknown","Camera",176,0,0,176
2024,"VIC","Remote Australia","0-16","Camera",0,0,0,0
2024,"VIC","Remote Australia","17-25","Camera",0,0,0,0
2024,"VIC","Remote Australia","26-39","Camera",0,0,0,0
2024,"VIC","Remote Australia","40-64","Camera",0,0,0,0
2024,"VIC","Remote Australia","65 and over","Camera",0,0,0,0
2024,"VIC","Remote Australia","Unknown","Camera",0,0,0,0
2024,"VIC","Unknown","0-16","Camera",0,0,0,0
2024,"VIC","Unknown","0-16","Police issued",9,0,0,9
2024,"VIC","Unknown","17-25","Camera",0,0,0,0
2024,"VIC","Unknown","17-25","Police issued",767,0,0,767
2024,"VIC","Unknown","26-39","Camera",0,0,0,0
2024,"VIC","Unknown","26-39","Police issued",1670,0,0,1670
2024,"VIC","Unknown","40-64","Camera",0,0,0,0
2024,"VIC","Unknown","40-64","Police issued",1339,0,0,1339
2024,"VIC","Unknown","65 and over","Camera",0,0,0,0
2024,"VIC","Unknown","65 and over","Police issued",289,0,0,289
2024,"VIC","Unknown","Unknown","Camera",0,0,0,0
2024,"VIC","Unknown","Unknown","Police issued",3,0,0,3
2024,"WA","Unknown","0-16","Police issued",1,0,0,1
2024,"WA","Unknown","0-16","Unknown",0,0,1,1
2024,"WA","Unknown","17-25","Police issued",499,0,0,499
2024,"WA","Unknown","17-25","Unknown",0,9,119,128
2024,"WA","Unknown","26-39","Police issued",802,0,0,802
2024,"WA","Unknown","26-39","Unknown",0,9,191,200
2024,"WA","Unknown","40-64","Police issued",535,0,0,535
2024,"WA","Unknown","40-64","Unknown",0,5,68,73
2024,"WA","Unknown","65 and over","Police issued",104,0,0,104
2024,"WA","Unknown","65 and over","Unknown",0,0,4,4
